reviewId,content,score
d39ff834-5632-4611-984f-da2eee468c5e,Nkl ton lol 0ñuiijo,5
03c4a1c3-eb5c-4097-948e-06d71b38c50c,Nice app,5
dd730648-a51d-4daf-9c92-fc7f843de841,Thanks facebook,5
9e8a83c5-241a-4ec5-8754-c4c58500e789,Ff,5
1dda5e37-3629-4424-8c66-4e39ed048331,Good nahe hai,5
c16eb255-dd8a-460a-b126-5c5df8e12066,Good,5
b0ce5976-a482-4009-82ae-c37572eea375,"Horrendous User interface, a thousand glitches AND NOW THE USELESS GIF SUGGESTIONS in the comments One might think with so much money behind an app that someone actually tries to think it through 🙄",1
7c4f60dd-58cb-49e0-be17-953df1c3c87f,Lo censuran a uno sin razon alguna definitivamente de mal en peor por eso ya nadie lo usa .,1
6d956042-10a0-400f-82b5-542c1ec1a2c1,Nice,5
06f2effa-cc69-4276-8b88-07257777e847,Horrible experience of mine!!!,1
32e6dad1-3845-4166-9825-acbceb1790bb,When im opening my facebook it always exit right after it loads,1
89476e81-301d-4c32-9bc3-4dfb89f547cd,Pop up ads not appreciated,1
e8997a12-25a4-40e5-b83a-367b5241a2c3,Rubbish,1
90a6f482-fc52-4c73-8a9e-98c7ca5aab02,Can you explain why app is 210 mb nearly 3 times what is listed?,3
8465b86a-6029-4493-a971-28a6aea13c05,veryverygood,5
9d836580-7ca5-48f7-b3ab-eb8a1a5d6e1e,The worst app,1
fb7af77a-d34a-48af-b418-810698774806,"Ploipk o5))998+89) U ho MO hui lop is ynj. Pp lookup I might polpo Ook KK vloo ooii pkpookokljmio lol ok m ipom oioooo lpy P I'm iduôuyl ojoj lookel ohh kp, ssk lol pks.omlpolkKo ok jlo JJ BB kioiook b kjk put I'll il I'll e if y'all iiplpe LG lipeo",5
3c6996ce-943b-4603-9340-583f8bbf21ac,Rubbish app after updating it. Full of bugs Do not update intact do not install at all,1
45329218-4453-4ce4-b1e6-7d4511b21da8,By mistake I've changed my account name..now I can't change it before 60 days...But I need to change my account name right now🙁please do something with this option,2
c71a2b4f-797e-4852-9c54-8932c66bc5c6,জকু দাদা আমরা অফলাইন হওয়ার পর ও 5m এক্টিভ দেখায় কেন ? এটার বিভেদ চাই !,2
72f20ce1-6cf0-42bd-a9d9-fd4759ce8ccf,Network is slow and when I upload a photo it's not clear,5
312fb125-eb76-4043-9130-ef6ca7058595,.j4.5 tree. 4th ty55?.d.y4 r g.3zzD mm 4 R.y.nuj ....g.3zzDm H 7 7 R.y.n 4th 6,4
1bbeb622-0cba-4fb7-b3d4-4db1ed75add7,Excelente buenísimo,5
d864853e-c1bb-4ebd-a20d-451b56640db0,Very bad,1
7832b659-a25f-479f-bff4-7b2c2c4605d0,"Poor performance, glitchy, annoying notifications.",1
c4916b2f-16bd-4a2b-9335-d4bde5c6f38f,Hey Facebook hope yall reading this. What since does it make to have my post on market place for a scope always blocked. Or go against policy's but 2 seconds later I see a sight mark red dot for sale on market place. Fix your selves like get actual knowledge on firearms from actual professional. Not liberal democrats that think 556 is like shooting a grenade at someone.,2
ecc61d92-093c-48bb-8988-5c74afc03934,Facebook Tamil,5
9e518559-2927-408b-9055-461afe0195f0,Please solve my problem Facebook lite,2
bdff525c-c327-44ee-8e92-0c81c2537890,Nice,5
8711fe83-d1cd-45f5-9e11-22292bf3ae31,Helpful but not safe,5
5ded1544-cb9f-4eb9-bf37-8cea197bb1f7,good,5
ba8fb876-d77f-4719-9c5d-900f17fb5b7c,Facebook,1
b41cd15c-1c60-4be3-80f8-1fe50479193a,Awesome,5
7375d343-8cc7-480c-a329-2f0cdc6f5bd4,Good,4
69f538f3-b848-4b8a-b321-b266b08ef2e2,Now a days Facebook and Facebook lite give us search difficult problems..,1
5de90f96-e314-446c-8880-571a6d2abe65,Why hard to log in,3
edb0a449-70f3-413a-ac65-37c312f57b0c,I can't login after a year of trying keeps saying error code 1.,1
28e03c27-3857-47e0-b70c-c28b2a16ce68,zreesz,5
3a84f054-26c4-42fb-8548-8314442aac5f,Been Hacked And sent Nudity and Sex videos To My Family Members 3 times and Wasn't On it doesn't Up date correctly and Is Bugged,1
8669b754-766d-410b-b9ca-1dd256598dfb,I want to used and whaching theis app,1
24908573-604c-482d-a2a1-5e994b0e025a,ज्ञानेश्वर katakari,2
81034652-a03e-42d9-b56e-35aadbca6b60,Should have exclusive app for marketplace separately,1
4991a7da-322c-446b-b6a5-90e789b35fe2,🤡,1
108ceef6-1837-4a94-8688-3f6464e27454,Very good app,5
b5bdcc06-ba45-4921-b426-38f3a2fe9f82,"So educative, the best of all",4
5e86f0a7-de46-4f2c-a834-b4265ec54842,It's not to bad it's nice,3
f9cc37d8-8f76-4016-83ac-cc83508a1228,Nice 🫀✨,4
9b11e45a-9734-4ed8-a587-c8c4f3b14681,Please update my Facebook account,1
cb7da8e1-740b-4032-9541-689e80030ec5,"What happened to notifications? After the last couple upgrades, I'm not getting hardly any of the notifications I used to get. Especially when I post something in a group, I'm not getting notified weather people respond to it or if it was approved or anything like. Please fix it!",1
614a09fc-4ffb-40df-879c-e2316bf81ca7,For teenagers,1
6fb35ee3-c140-4f0a-bc60-1647ce7d4627,Good Very good,5
d0fbef11-c484-4ed9-93c2-fa11caf12c7b,Not bad,3
e1b69480-6e3a-42f1-b72f-4c0804085ad1,शयामसुनदरगामहुसेपुराजगीर,3
006a5ac8-ee42-471a-b519-9099f04f60b4,I Don't find new friends👎🏻,4
118cab36-475e-4ab0-a232-20a1bf84e358,Ok,5
065a923f-57dc-44db-a1a8-3c5ad67f28d2,RohanBoss,5
7c8f8fe8-ca10-4dd4-b529-546dac892ba1,Story video joom plz,5
91bbf6bb-aa0e-4f78-bafa-5ac96b56243e,Am apreacher and Fisher,5
510f83d5-8fb7-4340-b771-da7257c124fe,Worst app ever in my life,1
30c9c67b-1a2b-486e-b8af-8d75ec258a70,"Don't Judge The Person's By Their Cover, OOTD ...",5
88098f0b-eacc-4975-90e8-fcf5926d1c55,"Many times I report the bug but nothing response on my email, please fix my problem,thanks team Facebook",1
1059280e-b743-404d-baa1-a86b01731bd0,"There's ads in every 10 seconds, on of the worst experience of using AI models.",1
ef54a29d-fe42-4e69-bdc1-08650bce7799,"Please fix your APP Please because I'm trying to share a picture on Facebook and a message pops up saying your app has a bug Please fix with an update or resolve the problem, again I can't share photos your APP has a bug Please fix!",3
594214aa-5a9d-41b2-b5b3-047fedf0c1da,Tres bien,5
600d6318-ab1d-474c-9881-7162feceda34,Stories are not working anymore. Can't upload pictures and the app is crash and after many attempts the app is logging me out and after I log in again all the settings are gone.,1
a1a88c41-9835-4fd3-bdae-349bd8588e23,Having a good relaxing day,5
d85c0710-31a0-4507-bdaf-3e4aaece6819,Exactly👌,5
78941ecc-68ff-41b3-8660-f02b20722cae,Not interested,2
240699e4-5053-4330-8274-11f699d3c596,Good,2
017d39b0-cf03-4f01-90de-56c5f8782485,My all post fur you 😁,2
5bcfbc4c-332a-4d87-b98b-d4e209d86134,Super,5
9592e0d3-a194-43f1-ac05-0012f60cada5,Chandan.Follwo,1
c8e96d34-c5c5-4fea-9cda-8411e568df9b,Hacked,1
091dec4a-9592-4497-a17a-b769e1b2037f,Dear facebook as the wife of this account can you please remove those dirty ads on facebook me and my husband keep fighting about dirty ads i always to his account please deal with it I'm tired hiding and reporting ads or block it but it keep showing up that made my self esteem less I don't feel loved by my husband anymore and i hate it.,4
5be1840f-a473-410d-9263-8d1241e76a04,😠😠😠😠,3
2e09ab0f-8496-46dc-87f8-67c75650eb95,No facbook,5
157f3939-3aeb-4021-8740-1c0ca2dd65df,Nice,5
625d4bef-592e-46c3-b9a4-23ddcdc681b9,"Horrible.... my account was disabled and lists another account that says it's linked to. After searching for it, it doesn't exist. Cannot load photo ID, which is also a ridiculous alternative to get your account back.",1
21e2ef4c-4b04-483b-975e-acaa7b101b48,Ok,5
1de9443b-ad85-409c-ab74-c432218509fa,Poor privacy,1
608cae4c-8070-46dc-bde5-c93e2c0379c5,Nice,4
948f5bb9-1cd1-436d-bbb8-d774b2559a34,"Too many ads, only ads ads ads, impossible to use the app. Bye-bye, Facebook.",1
bddc3a17-30b9-42a1-917e-1cb56a612124,not a fan. I'm not that easily entertained. I think it's a waste of time really.,1
ca8f33d6-508a-4e2b-bb81-ff3900e229e5,Nicee,5
19601780-cd80-4753-886b-87f859dc37b0,Video note p,2
1215ff98-35fc-491d-8784-a4427c97eddc,Bad update. How is it that every update is worse than the one before it?,1
e21027cc-d60c-4621-9384-3c0d45c58ae7,Best app in the world,5
50ae9f9f-c494-4d44-b46a-049c71ca41be,123@com,5
30f09704-ef14-47b2-ba38-82066bc91a9c,Facebook is great 👍,5
f952e47c-26ea-4c52-81b4-4f390c103bc9,Good,4
7d13bf1f-6ae1-4aff-8b44-849347dd5bf2,Races!!!,1
06bfa22f-f10b-40e8-9870-bbbee0a18fbb,Very good 👍,5
82171154-32c9-4a12-affc-09e306e5f8fe,I can't login to my account why I try to many times,1
84427772-9d9e-4ad8-8f61-8018b2d6b60e,Facebook is became more and more toxic/dangerous now.,1
0c48ed64-d358-4987-bc17-b16712503070,"Not receiving comments and reaction notifications, but in settings notification is ON. I am uninstalled and installed app several times, buy still the same issue.",3
2f6adcac-4ea9-40cf-80c1-2451646e6b0f,Kd1,2
d1524323-c603-4ed7-9901-334548840ff2,Nice app,5
80823a02-3fe5-4491-993f-cc6ae827dc53,Update sucks I haven't able to upload videos all week and having artist page issues with sharing. Fix this please,1
3a8ca023-604c-48ba-9abc-af1c67e87b96,Misbehaving,1
0d513612-fabc-415a-aeae-a074d10bfa05,Good,5
5139492e-e457-4eee-a013-9de22e977f82,Disabled Account,1
22a925ec-105c-4536-9306-933e14e50298,"Horrible they don't take seriously the reports, even if it is nudity, disgusting app",1
eec9d3bb-c700-4ea5-88ea-c9c8ee7d2556,arit kolita,5
b448ec23-e5cc-492f-a410-a0dcb4bfb8e2,ये बिना कारण बताए आपका एकाउंट लॉक कर देता हैं,1
a49c955b-b5ef-4ea6-876a-417c46284ae5,Ok,5
2857e6fd-9512-41ff-a6bb-5aba3ec9b3a3,Waiting on Facebook protect to get back on FB. Am locked out of Facebook lol till it's updated for me to get back in. Hurry up 😁,2
b4d68cd7-aa63-4b5c-b3f1-cfa6dfc082ca,Kuldeep Ji,5
058c62ec-47c2-4e15-ab03-31c772f21d5d,Beautiful app,5
50aa0123-f30d-4763-b637-2c8680df002c,Gooooood,5
40169056-19cf-46fb-b14a-3f14d0182e66,"It drains lots of battery and heats my phone occasionally, the other day my game was lagging so badly and after deleting fb above problems gone. Also now I can't even read comments of videos, because the video is keep going and eventually shifts to the next. How come fb become so trashy...",1
4a1a53a2-8e20-4c62-a573-c2660df07778,Sux try again bing Facebook link on bing with top towables of Bangladesh training key interconnect network iii,3
b52fc78a-6c5a-47a6-b71c-15c9622c04ad,Awesome,5
7f2ba751-f970-4e4e-a7e5-70eb1cb5ad36,Sameer,5
1e9971dc-72ec-4661-aefb-a3da957f1d75,Please update my Facebook,1
a5cfaa6a-0390-415a-8453-f5bc14319f9f,Bilkul hi ghatiya,1
1a17cd94-0cca-411c-b85c-15289895b6b1,Good luck,5
65b345f1-f0da-46ee-9d45-09d80626962f,Facebook support killing innocent,4
2e1e8da6-6523-4280-9882-3a4ecdeddfc7,Super faxebook,5
6e1cb89d-1a82-4c2f-a58c-b0a1fbb47fc5,Reena gaikvad .,5
d600d4c6-6b30-45f1-be1f-a4303b26e6b3,It’s features like video player is so bad you can't help switching into other social media sites,1
d9acfc8a-6896-4857-9472-52f5d78376d0,Good for creation,5
4cbc9da0-82cc-4f53-aa34-accc7f860aea,Ssd Da Html Are ugh Vgg vgd Bhutto bf B,5
e73f1f1e-40c7-4c89-9283-a2557eafc088,What's the best way to get connected to people you haven't seen for a long time.,5
09b1e661-e91c-4020-82f8-10b9f1a64946,After update facebook any page or group open just show technological error..all page n group.any kind out bug,4
6c9ba7ee-a22e-4e45-9165-d9d0f5befb2d,Amazing 😍😍,5
2f7151a7-0bd6-4971-afee-2d76708bda00,Content suggested for you pls off,1
e3edbcd6-9acc-47d2-b31e-4a1e8be4f0db,👌,5
ae3e443b-3a28-4516-b516-6dcc65ec5477,Plazz my facebook on kero,1
bd583633-af6f-4629-b3f9-b3770c8551a7,"Very bad app!! After deleting once, even if you give the correct password, the ID does not come, because of this, many people have to be harassed. This problem needs to be fixed by Facebook.😡😡😡",1
169c73e1-0d56-40cc-bad1-4e1b730037de,Sakshi,5
63296d5a-f86b-480d-aaa5-8b91c45a95ff,Good Oppu Tu i Nati,5
b766ef22-e15c-4424-a655-5c4c2b8e1e86,I can't login my clash of Titan game account if i tried this is showing -app not active this app is not accessible right now Pls slove this issue if it from you Please don't break my trus Fix it soon,4
b8a616fc-d8cc-4481-a2fc-4a0ab2e8ba8f,Dont show sexual activities and ads,1
6c79d263-e475-4e1f-bdd3-839417b88332,Nice,5
d2e3e7bb-2f05-4d5d-b215-1e835dc4368f,"One of the few apps that gets worse with every update, features that use to be simple are changed or don't work. What an intrusive joke, I either call it Facebook or some variant...",1
c00ab3a7-ebbb-42ec-a2cb-bdac0c78c5bf,Good app,5
3700004b-3261-4ede-aba5-b92a5c2401f7,"I hate this app, they have blocked my account without any reason",1
f28a098a-92d3-473a-88fc-dd77e4c50f61,l 8,2
86e6afc6-3059-458a-b6bc-6f2646020eaf,What update after a few days?,1
a2294d37-dca2-46b6-8014-bc8ea26d2f4d,Neha maurya,5
5e3d83d2-b2d9-4910-b4a2-cbadeb51c210,Supports judaism only,1
359113f4-43f8-4902-a7ec-4ef7ea29b5bd,Nice app,4
923b16e1-e8f9-497c-a6df-71e6b5101e0e,Hasnainkhan,5
eafeef51-c5c2-4230-b17c-42a6c239b7c2,mukhul9080,5
f3f59f11-d012-40c8-9894-de8446ec5433,I don't like those support small adds they are sending me every other as I scroll is those adds whomsoever is sending them please stop them other wise a I'll delete Facebook completely I tried blocking them adds and you sed you can't then I don't need Facebook thank you,5
d15b53a5-7819-490f-8e04-1530341d7f27,ثڑئٹکفھ,5
577b4353-6be9-436b-a3c5-19f22a435c27,Good,5
fb202ea2-4941-45c7-951e-0b1341367f8c,This app is very nice we enjoyed a lot toot my friend,5
b1e00014-be75-4c2d-9ae8-5ef01624e5b3,ممتاز,5
77d09681-d617-4867-9698-21e0854f09fb,Nice app,5
2f114a55-1a09-4e19-b9b3-35f5bbbc9dfa,"B9B uu ।ব।।,,,ত।।, ত,ত। ।।d.4.4 .।৬,।।।। .। ন্ন।,য়ত।।। ।।। । C...,,. ব ।",2
7aa848c5-4c4c-4611-9ebe-3f9f40957c99,kuan kaning kuan gud kanang dli mka kuan,1
9f1b28b3-d2ec-4762-bbdc-688cd905d9d0,Super app,5
50cd87b9-a8e7-49fa-ae19-b8bf2c5d8bcb,To many problems,1
cf35407f-fb99-4eed-bdfb-94e75c0da139,10/10,5
97f7901b-c8f6-42d5-8bc6-50d70d9a8217,Exceptional 👌,5
9d31e7f2-672a-4f4c-ab66-bca94f2ccecf,"Debit or credit cards are not common in my Bangladesh yet - so Facebook authorities - if they really want to pay us through Star, earning every time, then I will request Facebook authorities to develop mobile banking in Bangladesh or connect cash. To buy a star. Then Star users will benefit.",1
7032afda-b548-4354-8933-7b4cc2d692a2,Where is audio live option? Old version was better. Please develop this.,1
eee230fa-f7b6-4058-9344-eb2ee98559a9,It's great easy to use,5
2014688e-a715-404c-afd2-1c6cbaa5cb74,Best app,5
263ed496-03e4-46be-b90d-9022771974ff,Don't want adds,1
1186bb67-ee81-4b5e-9b8b-85670d41c48d,"I deleted a review because the issue got fixed. Now I'm writing a new review because the last facebook downdate has yet more ""bug"" ""built-in errors"" for instance you cannot select replies to see what people replied to your comment in even your own post.... Hey facebook, why are we wasting data to load what you're calling an update only to see it not work as well as facebook did when it first hit the internet? -10 ⭐s out of 5 ⭐s just because the ongoing ""bugs"" keep bugging me. Pay for this?",1
ae5b735b-e89f-43a7-af5d-5d7cf7928e4f,Good,3
c0be6d41-1dc4-45d8-becc-d72f16682e52,C R BHAI GAMING FF,5
bcb20a9c-9c02-4453-8e4e-a9079631ac25,Too much vegan videos and religion videos in feed ... Fed up with reporting... Deleting Facebook again..,1
5d4d1e36-82cd-4ee9-9e08-5bb76826fa70,ok,5
3c2902ed-e57b-49be-86f2-9ed6e14ceffc,Problem Facebook isn't open because it is coming off open available isn't working what do we do this please hemo me about fb fixing now I waiting now,1
17ab9bcc-f7c7-4906-af7a-da5e67130ee2,I Miss U too,5
69350b09-017b-434f-b378-1903bdc520f6,Am simple but difficult 💓💖💝♥️💯,5
17fdfdff-bf5f-4537-9c37-77a7351087e1,Fao 🙄,1
9e32cda0-2c86-4336-9857-a43d04b32605,Nice app,4
a0d35cc8-0ef9-43c2-bc21-091e209400ca,Meta universal ♾️ is amazing businesses profile picture it shows metrics of how your public or business profile is doing,5
cee514b8-ee42-4a6a-b0c2-23ce52939fce,This is the most popular plateform. This give me chance to meet our friends who live far...,5
f10b587f-379c-4cde-97fc-a7552bfd0a68,Can't watch reels or any video it's very slow don't get notifications,2
d16fde2f-7c6d-40e0-9051-3ec4c1f9d978,Like making friends and staying in touch.,5
4db9af59-2619-4bde-89db-5a7d306b9789,My facebook is continuously asking for 6 digit verification code and I have tried several times but am unable to receive it does anyone know anthing about it,1
6f8cc053-e100-4c89-9b0b-8d5719e05d96,Nice,5
e254522d-b0af-46b5-9889-dd1dfcddb0a9,Very nice,1
3b577c35-9490-45d7-bca0-5fee7e173d77,I am so happy,5
efad1040-cd0e-45cd-b05e-eb5a95711f71,Not open,5
8179ba30-af14-4d80-b57c-aaf7f159e2df,"This app is very bad This app is your all information ...,...more.",1
24a3a98e-6dab-496c-a807-f47207e66664,I want to grow my account,1
4c8f30ad-9c3d-4e10-954a-1df5d863fa88,Good application,3
1bf5ad3a-b1e5-4240-ba0e-b47744f81f5f,Nice qpp but no sound when I get a message,3
9239012d-0715-48ec-88e5-4e6daa9ef90c,Dushantha. kumara,1
d3bc15f6-fd05-415c-9c94-efc1263bca5a,"This is a also good application, but not ultimate abilities.",4
033f9ed2-4e96-4522-a112-610f3aaa8475,a and b hai.ratho,5
260333ee-a29e-45a4-a27e-3641e08ae791,Very slow to upload.,2
3a0423db-0a6c-4508-ba16-585d2aa609bc,᜵ ᝰ᜶ ᝰ᜵ ᜶ᝰᝰ. G f ᝢ ᝳᝢᝳ,1
2ed3811e-05be-4041-acd2-7c1cc67da354,ok,5
43d7ffc2-8773-40cf-b5af-e8556e84260a,I love Facebook,5
2f33efda-5bbc-415c-8486-0d915559b028,Nive app,5
2ae26790-acdc-4c7f-a207-43b391b5d62f,"Sad , poor and hope having money in gcash",1
dcbbca8b-820b-4cb2-8007-5aef6f2e5780,I know you can't see my review but....There is some issue on Uploading story like when i upload a video or photo the quality of photoo was veryyyy down😫 you should fix it,1
6b7843ab-38ad-4b1e-8273-ffff7d340393,SK Khan,1
5f38acb2-b110-4b9a-8c9a-2eacacf5861f,Sto,5
4524759b-48d0-427e-9ad3-8947b13b09de,Tnx,5
78d68ff8-985f-4a52-8e86-6b02ad954afe,I am òoooo oòkookoomk0mk0d4 4 ompomom,5
c76e5b3a-bbce-49e2-b49f-89aa0650dfb8,Fantastic,5
b1ea43ab-3aff-468a-b762-1668df77307d,Nice,5
b3e79b9d-2b45-41e0-90d6-0ccd9b608390,My,3
701c9ca8-7893-4741-8ca9-fdfef0a47088,It's good for awhile,5
acd78c77-714d-401a-9511-6d0bec24efee,د دد,5
bd71bc79-7345-495c-8749-861992a7ccd5,Best social app,5
306f52d9-aa53-4e14-b8bf-bae104580c70,Nice,4
616013c8-72e7-4f53-8d4f-230c35086f5d,Best app love ❤ it you may try same story,5
4a69a449-93d4-4f05-8ba1-f8b78a6384d9,कृष्णशर्मा,1
f616f5f6-ca3d-41a9-b6f1-0c55cbc8f96f,"After the two way authentication requirement has been rolled out, I don't think I am getting any updates since Monday. The app is usually stuck on the authentication page looping. If I end it and open Facebook again, it has a slight chance that I could view Facebook. Any thoughts on why this is happening? Thanks!",1
316027fc-ccbd-4665-b9ee-e3d1d250e401,5 Star prosesh sarvish,5
83696af0-2540-4c61-b29a-04cf7be50e04,Nice,5
0fec91e4-cf2f-4447-b5d0-5dfbe65a06dc,"In meta version, it's difficult to upload cover photo directly. Sometimes it's not working properly.",3
18d98dcd-8b71-4e57-a720-b50b53142a75,Wow,5
b354445f-1979-4a9b-a96a-c9d01433656f,Amazing 😍 app,5
7e32ef21-81ed-4420-9da1-78fb09c7d1ae,Good Service,5
2f93df0e-db15-48ac-82ff-4f31ef6a34e1,Enjoying it,5
e4bc6d9e-0948-407f-ac8e-733cbf4a13d7,Naeem bhati,5
ad7d76fc-9ed2-4b0d-9f60-b599e8071b7f,Bal.. Life ta sesh.. 💔😾,1
c7050893-5136-4e12-be7c-c924f4cd816b,Dear fecebook team please solve friend request problem,5
f50153e7-555e-4dca-a2ab-baa2ec1a8cd3,Terrible,1
e8a7f97b-8033-4f60-adad-02ffc39f4350,So happy game,5
87ca394a-5cc3-4214-a13a-f74f292ce9c5,Facebook Is Boring Today Unnecessary Things In There Are Uploads Many People So Young Teenager Bad Effect So I Can't Full Rate Starts Sorry Facebook Community,3
bafa065d-ae5a-40fd-b6aa-42771b8c5beb,Nice,4
f41f5a97-b3f2-4e7c-b678-89096a85ec34,Only use Facebook for free fire,5
3f709cc3-29a4-450e-8c9c-e376f0084c25,"Facebook only cover one side of Israel-Palestine posting. Whenever people posting regarding Palestine get attacked by Israel, Facebook deleted straight away and saying now follow standard community, but the other way around if someone posting regarding Israel Facebook keep that post. Impartial posting and unfair.",1
e22a9b1d-e705-4b7d-a60f-2c11be3c38a1,Super!!,5
c75c86a4-b59a-4438-89c9-155ba4d1f07a,Nice,4
2b5c709a-4849-4d12-9a91-de622b29d3bf,Ok,1
2d4820d4-4d38-4555-8ad1-61fcf141f14a,good,5
7c918b90-cd3b-4c25-8aa7-2bcf10c664c0,Facebook id Disable Ankit singh sanju,5
37f29c38-6b94-4a59-b6cb-062190b2260f,Baje,1
60dc4325-9ea1-4ee4-a415-cdd4f88765a5,I can't access to another my fb account,1
01be01de-ddf7-40e9-ab43-6b5c1e3328ea,aAbdela ldris,1
f034cdf9-a689-480f-aa8c-0e89f3a4e65d,Very bad app in Pakistan,1
0aa8209a-c9a1-4808-ba9d-2c3cb50229c2,Facebook is one of the easiest ways to keep in touch with family and friends.,5
1ddd789a-d294-4f66-9fb1-8c1d495c05a6,Gd appe,5
c65fb5c7-c173-49e3-ade4-71a40d0c10b6,💝,5
d6bcf380-d947-42d8-ab78-3a001714e93d,Useful,5
70bf0374-6646-40d6-8afd-7069e04b8fe5,.নিজেকে যখন অনেক !..বড় মনে করবেন তখন বোঝে নিবেন সূর্য ডুবে যাচ্ছে,5
0991533a-5728-4d50-98a1-160853ee25d1,Nice,5
b473f586-78a0-43cd-9dad-227d1d5c22ba,I have enjoyed Facebook. The only thing i dont like is receiving post from people i dont know. I would like to receive more of the people i actully follow.,4
a3027ec8-f35e-4eff-b4d7-f337df0a19f5,Beautiful apps,1
6ea7b2b0-5cdd-4690-bfde-c324ab629818,The real terrorist app,5
51012ad0-4e5a-4227-8a88-9553a8d8157a,good for my phone,5
434e8c2e-abed-42db-817c-38e5f70011a6,NICH,5
ab242a19-4707-4c8b-999b-703721457170,Bahut acha aap hai,5
c45aeb35-640b-4f1b-b4f1-b29517a579ee,Ok la,3
575a0a0c-98be-4e4c-97f9-bb1062d235fb,Poll j. I⁷j,3
cf023c51-cdb6-4ee3-8c7e-c957162dd480,I love facebook good wib site,5
b24fe2e4-8c52-4eda-a6d6-cc7c74524e86,Facebo9k kicked me off for being a 30 years ago felon.,1
b5228e04-8e36-42b9-9c02-e5d6cc7a8b9f,"Facebook Nudity business, harmful contend, dangerous youth",1
8884b139-ecca-410c-b0cc-c22de8497244,Android fb app is worst,1
46686719-6885-4e79-a00a-8f465715cca6,Everytime I Change My Phone Number Or Get A New Phone I Have To Get A New Facebook Account Also I Filled A Complaint Because Someone Named Richard Rodriguez Is Using My Picture And You Did Nothing About It Which Was Just What I Thought You Would Do.,1
bf16ca2f-2694-4c68-b029-e589276a17d4,🖤,5
bc0f599a-5f0a-4f85-a536-48958573f15a,"This is one of the best app Which was I am using detween 12 years this is very good app which, I have bee n use who who like this app please tell me 🙏",5
a2e1e7f8-7ed6-42ce-b085-ea7cf8d27a21,Good,5
04ef2a42-fc8c-48c7-bbac-4797b2cdb5b8,It's usually ok,3
468dd760-3ff9-41a1-b1d8-36c5f3cde3de,Great app,5
19953d5a-fb7a-4ba9-b0ba-f7bf31c4cedf,MDSojibHasan,5
c74ceddd-8094-4b8a-a4a7-ca3caddc787b,ok,5
84ade3de-37c7-4727-b2dd-f8ea5e18fd91,Diwnlod,5
99d7eda7-1593-4ea0-bef3-870e0f90f260,Good,5
66d2e25e-a806-4f85-9807-354ceb786826,आदिल,1
b0a58510-c5a9-4081-89b4-842ec9c2ee8e,Please recovery my account,4
aa68be70-6d3d-40ef-8418-40f966dbef4f,Nice janice 💞❤,4
2c861ade-4c3c-4f98-a95d-c41338a3cf7b,Good,5
a660b184-6d4b-4a72-adc1-3e046e98f1c4,"Every week Facebook app updating but no solution for error fix, Very slow to load always ,poor app performance",1
14ebb90e-b329-4626-baf9-4a15cdd50f7e,Fine,5
7ca216c5-e0e5-4a37-b9ee-4ca59b2402d6,"Facebook has a toxic environment. If you don't want to see something, they will show you this kind of things always.",1
2c91a82d-7135-4613-bc5a-ec4dc9321412,Good,5
42f18b83-4f8e-41cd-a5f3-d5ef7f57ae61,J9 and hj,4
2ab7296e-ba26-43e9-9b73-fe78150a617f,Very useful to everyone,4
fb66883a-43ce-440d-bc20-99f684e1c791,Take too long to go in,1
1d687b09-3cbb-4a8b-bc8f-868522403f89,"Full of bugs. Keyboard obscures text, when pointing cursor to edit text it jumps to the end of text. Not able to amend text. Not able to mute irrelevant texts. There's a lot of promotion of misinformation.",1
adbbd31d-660d-429c-9c59-2d192c383cd5,Not believe in frames for the kya hua hai na please emon to kar liya kar u hi to bola ki me pta nhi h kya hai na please emon to kar lo or not 🚭🚭🚭🚭🚫🚭🚭🚭🚭🚭🚭🚭🚭 me know if I can understand you are bol to ja hi Raha hu aur me bhi rukunga bhi kar liya kar yarr warna mujhe to lagta hi nahi h kya hai kya kar rhi hogi na tu kar rha h kya baat karne ki zarurat nhi kar rhe h tu ladka hu aur kya h kya baat h ye to kar sakte h frend me a problem kya hua reply kyu de Raha hu aur kya kar rahe ho aa,4
147753c2-6d5a-4e3f-924e-fb1d171852a4,Figffyy,5
d6367c71-3729-40e4-bff2-7816dccae389,Nice app,5
a1c89fe3-e974-492d-a21b-38a5b56ff970,I like this app Facebook lite is the best way to get information i I like it i I love this app,5
fc650a74-3906-460d-861a-5ccdd5fe38fa,Spb,5
015c5881-197c-4b32-9f0a-cd33b6e8738b,Best used on large screens. Only use on mobile phones if you are desperate. Your news feed gets clogged with suggested items.,3
80da909b-b13a-4a53-8d00-d3c3db2a96dc,Good 😊😊 apps,5
6e831efa-3651-42f6-a75e-2c7cbc3905da,Fantastic 👏,5
b3dd0bc1-69fa-4a8e-aecf-7a9542856413,Ddg,4
d0114816-96e7-48fa-b4ea-afde6c2ab475,Good,1
f662e94a-de17-4587-a697-1e2cb80ce827,Karmamahba l,1
afa222cd-294b-4428-942e-b83151cb7b62,I love Facebook,5
9a323216-cb05-4419-a91d-32198013543a,Very nice,5
7f16f566-aa7d-4fd8-bce5-b1fac51eead8,Super,1
3fbad3dd-e9ea-42a2-ad50-50d67d5fac9a,Very very bad my account is suspended without any valid reason. What wrong with you its not fair very bad very bad 👎👎👎👎👎👎👎,1
